restaurant_id,Market Segment,Price Group,Room Type,latitude,longitude
74321805,Ekaterinburg,0,3,56.839104,60.60825
74321847,Ekaterinburg,0,3,56.839104,60.60825
74321887,Ekaterinburg,0,3,56.839104,60.60825
74020777,Elektrostal,4,0,55.7903785,38.4405711
74015983,Elektrostal,4,0,55.7903785,38.4405711
74220797,Elektrostal,4,4,55.7903785,38.4405711
74021511,Elektrougli,0,3,55.7184467,38.2228192
74021807,Elets,4,3,52.6219865,38.5003298
74021181,Engels,0,0,51.5013775,46.1233093
74021705,Engels,0,3,51.5013775,46.1233093
74221035,Ermolino,0,4,57.0963256,41.2468583
74321896,Fryazino,4,0,55.954618,38.0567691
74020542,Gatchina,4,3,59.5706273,30.1305083
74021893,Georgievsk,4,2,44.1740322,43.44529697488328
74022010,Glazov,0,2,58.1401196,52.6464388
74221043,Golitsyno,4,3,55.6149602,36.9887625
74021576,Gorki-10,0,3,55.704495,37.0239744
74021624,Gorno-Altaysk,0,0,51.92989145,85.97886806711134
74021493,Goryachy Klyuch,5,4,52.27615,104.908379
74021647,Gubkin,4,0,51.283714,37.53466
74021715,Gus-Khrustalny,2,3,55.6149968,40.6708665
74020631,Hanty-Mansiysk,0,3,61.8793428,68.6418156
74021391,Irkutsk,6,0,56.6370122,104.719221
74021392,Irkutsk,6,0,56.6370122,104.719221
74021393,Irkutsk,6,0,56.6370122,104.719221
74021394,Irkutsk,6,2,56.6370122,104.719221
74021396,Irkutsk,6,0,56.6370122,104.719221
74021397,Irkutsk,6,3,56.6370122,104.719221
74021398,Irkutsk,6,2,56.6370122,104.719221
74021399,Irkutsk,6,0,56.6370122,104.719221
74021400,Irkutsk,6,0,56.6370122,104.719221
74021401,Irkutsk,6,3,56.6370122,104.719221
74221426,Istra,4,3,55.9145993,36.8595482
74221045,Istra,4,3,55.9145993,36.8595482
74021209,Ivanovo,4,0,57.0088004,40.96306331898382
74021424,Ivanovo,4,3,57.0088004,40.96306331898382
74021555,Ivanovo,4,3,57.0088004,40.96306331898382
74021740,Ivanovo,4,2,57.0088004,40.96306331898382
74021761,Ivanovo,4,0,57.0088004,40.96306331898382
74020449,Izhevsk,0,3,56.86051745,53.197730742455306
74020581,Izhevsk,0,3,56.86051745,53.197730742455306
74020642,Izhevsk,0,3,56.86051745,53.197730742455306
74020952,Izhevsk,0,3,56.86051745,53.197730742455306
74021062,Izhevsk,0,2,56.86051745,53.197730742455306
74021147,Izhevsk,0,3,56.86051745,53.197730742455306
74021433,Izhevsk,0,2,56.86051745,53.197730742455306
74021434,Izhevsk,0,0,56.86051745,53.197730742455306
74021458,Izhevsk,0,2,56.86051745,53.197730742455306
74015252,Izhevsk,0,3,56.86051745,53.197730742455306
74013982,Izhevsk,0,3,56.86051745,53.197730742455306
74019201,Izhevsk,0,0,56.86051745,53.197730742455306
74020385,Izhevsk,0,3,56.86051745,53.197730742455306
74022004,Izhevsk,0,2,56.86051745,53.197730742455306
74021358,Kaliningrad,0,3,54.710128,20.5105838
74022017,Kaliningrad,3,3,54.710128,20.5105838
74020558,Kaluga,0,3,54.5101087,36.2598115
74020684,Kaluga,0,0,54.5101087,36.2598115
74021389,Kaluga,0,3,54.5101087,36.2598115
74021535,Kaluga,0,4,54.5101087,36.2598115
74013336,Kaluga,0,3,54.5101087,36.2598115
74021735,Kaluga,0,2,54.5101087,36.2598115
74021949,Kamensk-Shakhtinsky,4,2,48.27551875,40.2318349278581
74321880,Kamyshin,4,3,50.0808422,45.4048003
74321854,Kansk,6,3,56.205997,95.706787
74321863,Kashira,4,0,54.837449,38.1505119
74020605,Kazan,9,3,55.7823547,49.1242266
74020817,Kazan,9,0,55.7823547,49.1242266
74020892,Kazan,9,0,55.7823547,49.1242266
74020921,Kazan,9,4,55.7823547,49.1242266
74021030,Kazan,9,1,55.7823547,49.1242266
74021090,Kazan,9,3,55.7823547,49.1242266
74021374,Kazan,9,4,55.7823547,49.1242266
74021464,Kazan,9,3,55.7823547,49.1242266
74021595,Kazan,9,3,55.7823547,49.1242266
74020404,Kazan,9,0,55.7823547,49.1242266
74020443,Kazan,9,3,55.7823547,49.1242266
74021780,Kazan,9,0,55.7823547,49.1242266
74021822,Kazan,9,4,55.7823547,49.1242266
74020658,Kemerovo,0,4,55.3550907,86.0871213
74020741,Kemerovo,0,3,55.3550907,86.0871213
74020865,Kemerovo,0,3,55.3550907,86.0871213
74021343,Kemerovo,0,0,55.3550907,86.0871213
74021346,Kemerovo,0,3,55.3550907,86.0871213
74021964,Kemerovo,0,0,55.3550907,86.0871213
74021206,Khabarovsk,0,3,51.6312684,136.121524
74021369,Khabarovsk,0,3,51.6312684,136.121524
74021558,Khabarovsk,0,0,51.6312684,136.121524
74021601,Khabarovsk,0,4,51.6312684,136.121524
74021836,Khabarovsk,0,3,51.6312684,136.121524
74021920,Khabarovsk,0,3,51.6312684,136.121524
74021819,Khasavyurt,4,2,43.246916,46.5855184
74021157,Khimki,0,2,55.8917293,37.4396994
74021533,Khimki,0,3,55.8917293,37.4396994
74013324,Khimki,4,3,55.8917293,37.4396994
74020429,Khimki,4,3,55.8917293,37.4396994
74020418,Khimki,0,2,55.8917293,37.4396994
74220756,Khimki,4,3,55.8917293,37.4396994
74013278,Khimki,0,3,55.8917293,37.4396994
74220992,Khotkovo,4,3,56.2516797,37.9780219
74021703,Kineshma,2,3,57.441310400000006,42.157962718212524
74021894,Kineshma,2,3,57.441310400000006,42.157962718212524
74021333,Kingisepp,9,2,59.3743982,28.5981591
74020692,Kirishi,4,4,59.450325,32.010578
74020582,Kirov,0,3,58.6035661,49.6666241
74020698,Kirov,0,3,58.6035661,49.6666241
74021168,Kirovsk,2,3,59.8813954,30.9855331
74220752,Klin,4,2,49.4350714,19.4971363
74220969,Klin,4,3,49.4350714,19.4971363
74020906,Kogalym,0,0,62.26798,74.4889068
74220714,Kolomna,4,3,55.0938743,38.7670121
74220912,Kolomna,4,0,55.0938743,38.7670121
74221225,Kolomna,4,2,55.0938743,38.7670121
74321675,Kopeysk,9,3,55.1131951,61.6216332
74021384,Korenovsk,7,3,45.4635863,39.4487565
74020471,Korolyov,0,2,55.9133755,37.84640767607998
74220889,Korolyov,0,3,55.9133755,37.84640767607998
74021371,Kostroma,4,4,57.79648535,40.96933053522937
74021461,Kostroma,4,0,57.79648535,40.96933053522937
74021366,Kotelniki,0,3,55.659491349999996,37.8656927982326
74014084,Kotelniki,0,0,55.659491349999996,37.8656927982326
74021580,Kovrov,4,3,56.374603,41.311676
74021101,Krasnodar,4,3,45.0351532,38.9772396
74021102,Krasnodar,4,3,45.0351532,38.9772396
74021103,Krasnodar,4,3,45.0351532,38.9772396
74021104,Krasnodar,4,3,45.0351532,38.9772396
74021106,Krasnodar,4,4,45.0351532,38.9772396
74021111,Krasnodar,4,3,45.0351532,38.9772396
74021112,Krasnodar,4,4,45.0351532,38.9772396
74021113,Krasnodar,4,0,45.0351532,38.9772396
74021114,Krasnodar,4,3,45.0351532,38.9772396
74021115,Krasnodar,4,0,45.0351532,38.9772396
74021116,Krasnodar,4,3,45.0351532,38.9772396
74021117,Krasnodar,4,0,45.0351532,38.9772396
74021118,Krasnodar,4,0,45.0351532,38.9772396
74021119,Krasnodar,4,3,45.0351532,38.9772396
74021120,Krasnodar,4,0,45.0351532,38.9772396
74021121,Krasnodar,4,0,45.0351532,38.9772396
74021299,Krasnodar,4,3,45.0351532,38.9772396
74021334,Krasnodar,4,3,45.0351532,38.9772396
74021336,Krasnodar,4,4,45.0351532,38.9772396
74021345,Krasnodar,4,3,45.0351532,38.9772396
74021383,Krasnodar,4,3,45.0351532,38.9772396
74021385,Krasnodar,4,4,45.0351532,38.9772396
74021637,Krasnodar,4,4,45.0351532,38.9772396
74021653,Krasnodar,4,3,45.0351532,38.9772396
74021917,Krasnodar,4,3,45.0351532,38.9772396
74213275,Krasnogorsk,4,0,55.8217545,37.3400897
74220526,Krasnogorsk,4,3,55.8217545,37.3400897
74321688,Krasnogorsk,4,0,55.8217545,37.3400897
74221447,Krasnoyarsk,0,2,56.0090968,92.8725147
74221474,Krasnoyarsk,0,2,56.0090968,92.8725147
74221499,Krasnoyarsk,0,3,56.0090968,92.8725147
74214878,Krasnoyarsk,0,0,56.0090968,92.8725147
74215982,Krasnoyarsk,0,3,56.0090968,92.8725147
74220480,Krasnoyarsk,0,2,56.0090968,92.8725147
74220544,Krasnoyarsk,0,2,56.0090968,92.8725147
74220613,Krasnoyarsk,6,0,56.0090968,92.8725147
74220780,Krasnoyarsk,6,3,56.0090968,92.8725147
74220910,Krasnoyarsk,6,3,56.0090968,92.8725147
74221020,Krasnoyarsk,0,0,56.0090968,92.8725147
74220887,Krasnoyarsk,0,2,56.0090968,92.8725147
74221185,Krasnoyarsk,6,3,56.0090968,92.8725147
74221254,Krasnoyarsk,0,3,56.0090968,92.8725147
74221267,Krasnoyarsk,0,3,56.0090968,92.8725147
74221339,Krasnoyarsk,0,3,56.0090968,92.8725147
74221476,Krasnoyarsk,6,3,56.0090968,92.8725147
74221501,Krasnoyarsk,0,3,56.0090968,92.8725147
74321901,Krasnoyarsk,0,3,56.0090968,92.8725147
74020587,Krasnoznamensk,0,2,55.59225895,37.0560380034087
74021443,Kropotkin,7,3,45.4344413,40.5750274
74021105,Krymsk,5,4,44.9295889,37.9880177
74021064,Kubinka,0,3,50.104990900000004,19.696623901004465
74321626,Kurgan,9,0,55.41284775,65.38521650075313
74321781,Kurgan,9,3,55.41284775,65.38521650075313
74321862,Kurgan,9,3,55.41284775,65.38521650075313
74021512,Kurovskoye,0,3,55.5771391,38.9225824
74321910,Kursk,0,0,69.6,37.566667
74321911,Kursk,0,0,69.6,37.566667
74321912,Kursk,0,3,69.6,37.566667
74021932,Kuznetsk,0,4,53.112514,46.600727
74321809,Langepas,6,3,61.247257,75.189278
74021166,Leninsk-Kuznetsky,0,3,54.665443,86.166115
74221207,Likino,0,2,55.7043101,38.9569091
74221042,Likino-Dulyovo,4,3,55.7043101,38.9569091
74021803,Lipetsk,4,3,52.6935178,39.1122664
74021804,Lipetsk,4,3,52.6935178,39.1122664
74021805,Lipetsk,4,0,52.6935178,39.1122664
74021806,Lipetsk,4,3,52.6935178,39.1122664
74021946,Lipetsk,4,0,52.6935178,39.1122664
74321628,Lobnya,4,4,56.0104473,37.4670831
74014086,Lobnya,0,3,56.0104473,37.4670831
74021712,Luga,9,3,58.735699,29.8475013
74021137,Lukhovitsy,0,3,54.9655573,39.0277188
74321855,Lytkarino,4,0,55.578138,37.90238427164106
74020808,Lyubertsy,0,0,55.6783142,37.89377
74020506,Lyubertsy,0,3,55.6783142,37.89377
74213276,Lyubertsy,4,3,55.6783142,37.89377
74321814,Lyubertsy,4,0,55.6783142,37.89377
74020593,Magnitogorsk,0,3,53.42568665,59.050732193093054
74020400,Magnitogorsk,9,3,53.42568665,59.050732193093054
74321713,Magnitogorsk,9,0,53.42568665,59.050732193093054
74321770,Magnitogorsk,9,2,53.42568665,59.050732193093054
74321830,Magnitogorsk,9,2,53.42568665,59.050732193093054
74321856,Magnitogorsk,9,2,53.42568665,59.050732193093054
74020943,Makhachkala,4,3,42.9830241,47.5048717
74021060,Makhachkala,4,3,42.9830241,47.5048717
74021159,Makhachkala,4,3,42.9830241,47.5048717
74021211,Makhachkala,4,2,42.9830241,47.5048717
74021305,Makhachkala,4,2,42.9830241,47.5048717
74021429,Makhachkala,4,3,42.9830241,47.5048717
74021979,Makhachkala,4,2,42.9830241,47.5048717
74021643,Marusino,0,3,55.0384524,82.7567523
74021466,Maykop,7,3,44.6062079,40.104053
74321822,Megion,6,3,61.035404,76.108215
74321826,Mezhdurechensk,6,3,53.6863763,88.0703443
74321888,Miass,5,0,55.09957385,60.02363970676713
74021741,Michurinsk,0,3,52.8946613,40.5071721
74321873,Mikhaylovka,4,3,50.0797109,43.2342365
74021950,Mikhaylovsk,4,2,56.444538,59.124191
74021577,Mikhnevo,0,3,55.1212335,37.9584994
74021778,Mineralnye Vody,0,2,44.2107377,43.134969
74021648,Mokshino,4,2,54.7100177,50.8029204
74020442,Moscow,0,3,55.625578,37.6063916
74020460,Moscow,0,4,55.625578,37.6063916
74020477,Moscow,5,3,55.625578,37.6063916
74020566,Moscow,0,0,55.625578,37.6063916
74020588,Moscow,0,3,55.625578,37.6063916
74020592,Moscow,0,3,55.625578,37.6063916
74020611,Moscow,0,0,55.625578,37.6063916
74020675,Moscow,0,0,55.625578,37.6063916
74020676,Moscow,4,0,55.625578,37.6063916
74020677,Moscow,4,0,55.625578,37.6063916
74020678,Moscow,0,3,55.625578,37.6063916
74020660,Moscow,0,0,55.625578,37.6063916
74020655,Moscow,4,3,55.625578,37.6063916
74020670,Moscow,4,4,55.625578,37.6063916
74020682,Moscow,0,0,55.625578,37.6063916
74020681,Moscow,0,0,55.625578,37.6063916
74020696,Moscow,4,3,55.625578,37.6063916
74020701,Moscow,4,0,55.625578,37.6063916
74020699,Moscow,4,3,55.625578,37.6063916
74020712,Moscow,4,3,55.625578,37.6063916
74020740,Moscow,4,0,55.625578,37.6063916
74020743,Moscow,0,3,55.625578,37.6063916
74020746,Moscow,4,3,55.625578,37.6063916
74020757,Moscow,4,3,55.625578,37.6063916
74020758,Moscow,0,0,55.625578,37.6063916
74020763,Moscow,4,0,55.625578,37.6063916
74020776,Moscow,4,3,55.625578,37.6063916
74020764,Moscow,4,3,55.625578,37.6063916
74020789,Moscow,4,3,55.625578,37.6063916
74020793,Moscow,4,3,55.625578,37.6063916
74020795,Moscow,4,3,55.625578,37.6063916
74020799,Moscow,4,4,55.625578,37.6063916
74020802,Moscow,4,3,55.625578,37.6063916
74020828,Moscow,0,3,55.625578,37.6063916
74020836,Moscow,0,3,55.625578,37.6063916
74020837,Moscow,0,3,55.625578,37.6063916
74020852,Moscow,4,3,55.625578,37.6063916
74020871,Moscow,0,3,55.625578,37.6063916
74020880,Moscow,4,3,55.625578,37.6063916
74020897,Moscow,4,3,55.625578,37.6063916
74020898,Moscow,4,3,55.625578,37.6063916
74020918,Moscow,4,3,55.625578,37.6063916
74020919,Moscow,4,3,55.625578,37.6063916
74020973,Moscow,4,3,55.625578,37.6063916
74020976,Moscow,4,3,55.625578,37.6063916
74020981,Moscow,4,3,55.625578,37.6063916
74020983,Moscow,4,0,55.625578,37.6063916
74020989,Moscow,0,3,55.625578,37.6063916
74021003,Moscow,0,3,55.625578,37.6063916
74021008,Moscow,0,3,55.625578,37.6063916
74021010,Moscow,4,3,55.625578,37.6063916
74021012,Moscow,4,3,55.625578,37.6063916
74021049,Moscow,0,3,55.625578,37.6063916
74021053,Moscow,4,4,55.625578,37.6063916
74021054,Moscow,4,4,55.625578,37.6063916
74021069,Moscow,4,3,55.625578,37.6063916
74021070,Moscow,4,3,55.625578,37.6063916
74021083,Moscow,4,3,55.625578,37.6063916
74021095,Moscow,0,3,55.625578,37.6063916
74021098,Moscow,4,3,55.625578,37.6063916
74021099,Moscow,0,3,55.625578,37.6063916
74021132,Moscow,0,3,55.625578,37.6063916
74021160,Moscow,0,3,55.625578,37.6063916
74021171,Moscow,0,0,55.625578,37.6063916
74021184,Moscow,0,3,55.625578,37.6063916
74021208,Moscow,4,3,55.625578,37.6063916
74021219,Moscow,4,3,55.625578,37.6063916
74021221,Moscow,4,3,55.625578,37.6063916
74221226,Moscow,4,2,55.625578,37.6063916
74021242,Moscow,4,3,55.625578,37.6063916
74021245,Moscow,0,3,55.625578,37.6063916
74021251,Moscow,4,0,55.625578,37.6063916
74021253,Moscow,4,3,55.625578,37.6063916
74021259,Moscow,4,3,55.625578,37.6063916
74021266,Moscow,4,3,55.625578,37.6063916
74021307,Moscow,4,3,55.625578,37.6063916
74021308,Moscow,4,3,55.625578,37.6063916
74021321,Moscow,4,3,55.625578,37.6063916
74021327,Moscow,0,3,55.625578,37.6063916
74021329,Moscow,0,3,55.625578,37.6063916
74021337,Moscow,4,3,55.625578,37.6063916
74021338,Moscow,0,0,55.625578,37.6063916
74021347,Moscow,4,3,55.625578,37.6063916
74021350,Moscow,4,3,55.625578,37.6063916
74021353,Moscow,0,3,55.625578,37.6063916
74021359,Moscow,4,0,55.625578,37.6063916
74021363,Moscow,4,3,55.625578,37.6063916
74021375,Moscow,4,0,55.625578,37.6063916
74021428,Moscow,0,3,55.625578,37.6063916
74021432,Moscow,0,3,55.625578,37.6063916
74221440,Moscow,5,0,55.625578,37.6063916
74021452,Moscow,4,3,55.625578,37.6063916
74021469,Moscow,4,0,55.625578,37.6063916
74021468,Moscow,4,0,55.625578,37.6063916
74021471,Moscow,4,3,55.625578,37.6063916
74021491,Moscow,4,3,55.625578,37.6063916
74021503,Moscow,4,3,55.625578,37.6063916
74021505,Moscow,4,0,55.625578,37.6063916
74021506,Moscow,4,0,55.625578,37.6063916
74021508,Moscow,4,0,55.625578,37.6063916
74021527,Moscow,4,3,55.625578,37.6063916
74021543,Moscow,4,3,55.625578,37.6063916
74021541,Moscow,4,3,55.625578,37.6063916
74021542,Moscow,4,3,55.625578,37.6063916
74021560,Moscow,4,3,55.625578,37.6063916
74021571,Moscow,0,3,55.625578,37.6063916
74021572,Moscow,4,3,55.625578,37.6063916
74021573,Moscow,4,2,55.625578,37.6063916
74021604,Moscow,0,0,55.625578,37.6063916
74021605,Moscow,0,3,55.625578,37.6063916
74021611,Moscow,0,0,55.625578,37.6063916
74021627,Moscow,4,3,55.625578,37.6063916
74021634,Moscow,0,3,55.625578,37.6063916
74021636,Moscow,4,4,55.625578,37.6063916
74011885,Moscow,4,0,55.625578,37.6063916
74020414,Moscow,4,0,55.625578,37.6063916
74013315,Moscow,4,3,55.625578,37.6063916
74013316,Moscow,4,0,55.625578,37.6063916
74013317,Moscow,4,0,55.625578,37.6063916
74013318,Moscow,4,3,55.625578,37.6063916
74013320,Moscow,4,0,55.625578,37.6063916
74013323,Moscow,4,3,55.625578,37.6063916
74013325,Moscow,4,0,55.625578,37.6063916
74013410,Moscow,4,0,55.625578,37.6063916
74013411,Moscow,4,0,55.625578,37.6063916
74013415,Moscow,4,0,55.625578,37.6063916
74020424,Moscow,0,3,55.625578,37.6063916
74014085,Moscow,0,0,55.625578,37.6063916
74014122,Moscow,4,0,55.625578,37.6063916
74015477,Moscow,0,0,55.625578,37.6063916
74019904,Moscow,0,0,55.625578,37.6063916
74020415,Moscow,4,2,55.625578,37.6063916
74020432,Moscow,4,4,55.625578,37.6063916
74020444,Moscow,4,0,55.625578,37.6063916
74020375,Moscow,4,0,55.625578,37.6063916
74020381,Moscow,4,0,55.625578,37.6063916
74020391,Moscow,4,0,55.625578,37.6063916
74020463,Moscow,0,3,55.625578,37.6063916
74020473,Moscow,4,2,55.625578,37.6063916
74020492,Moscow,0,0,55.625578,37.6063916
74020578,Moscow,0,0,55.625578,37.6063916
74020706,Moscow,0,0,55.625578,37.6063916
74020876,Moscow,0,0,55.625578,37.6063916
74021081,Moscow,0,0,55.625578,37.6063916
74021140,Moscow,0,3,55.625578,37.6063916
74213277,Moscow,4,0,55.625578,37.6063916
74213282,Moscow,4,3,55.625578,37.6063916
74213546,Moscow,4,0,55.625578,37.6063916
74220410,Moscow,4,3,55.625578,37.6063916
74215106,Moscow,4,3,55.625578,37.6063916
74220422,Moscow,4,0,55.625578,37.6063916
74220465,Moscow,4,3,55.625578,37.6063916
74220466,Moscow,4,3,55.625578,37.6063916
74220512,Moscow,4,0,55.625578,37.6063916
74220529,Moscow,4,0,55.625578,37.6063916
74220630,Moscow,4,0,55.625578,37.6063916
74220633,Moscow,4,0,55.625578,37.6063916
74220723,Moscow,4,0,55.625578,37.6063916
74220769,Moscow,4,0,55.625578,37.6063916
74220778,Moscow,4,4,55.625578,37.6063916
74220779,Moscow,4,4,55.625578,37.6063916
74220788,Moscow,4,0,55.625578,37.6063916
74220805,Moscow,4,3,55.625578,37.6063916
74220825,Moscow,4,0,55.625578,37.6063916
74220833,Moscow,4,0,55.625578,37.6063916
74220907,Moscow,4,0,55.625578,37.6063916
74220922,Moscow,4,3,55.625578,37.6063916
74220929,Moscow,4,3,55.625578,37.6063916
74220930,Moscow,4,3,55.625578,37.6063916
74220933,Moscow,4,0,55.625578,37.6063916
74221007,Moscow,4,0,55.625578,37.6063916
74221097,Moscow,4,3,55.625578,37.6063916
74220904,Moscow,4,4,55.625578,37.6063916
74221048,Moscow,4,0,55.625578,37.6063916
74221047,Moscow,4,0,55.625578,37.6063916
74221080,Moscow,4,4,55.625578,37.6063916
74221295,Moscow,4,0,55.625578,37.6063916
74221441,Moscow,4,4,55.625578,37.6063916
74221477,Moscow,4,3,55.625578,37.6063916
74021515,Moscow,0,3,55.625578,37.6063916
74013266,Moscow,0,3,55.625578,37.6063916
74013416,Moscow,0,0,55.625578,37.6063916
74013283,Moscow,0,0,55.625578,37.6063916
74013922,Moscow,0,0,55.625578,37.6063916
74014316,Moscow,0,0,55.625578,37.6063916
74015171,Moscow,0,0,55.625578,37.6063916
74013270,Moscow,0,3,55.625578,37.6063916
74021649,Moscow,4,2,55.625578,37.6063916
74021651,Moscow,4,0,55.625578,37.6063916
74021654,Moscow,4,0,55.625578,37.6063916
74021661,Moscow,4,3,55.625578,37.6063916
74321666,Moscow,4,0,55.625578,37.6063916
74321669,Moscow,4,3,55.625578,37.6063916
74321670,Moscow,4,3,55.625578,37.6063916
74021671,Moscow,4,0,55.625578,37.6063916
