Ресторан,Группа,Метрика before,Метрика after,Изменение метрики,Изменение метрики %
74021219,test,117.04333221267846,123.85438760221184,6.811055389533379,5.81925963724022
74021251,test,122.81646958984537,120.48439557900691,-2.332074010838454,-1.898828405202158
74021266,test,132.1393837561066,129.47937227504633,-2.6600114810602804,-2.013034574135701
74021276,test,115.59579013915108,125.65217391304347,10.056383773892392,8.699610739964484
74021321,test,122.51468502904176,128.1008456092577,5.586160580215946,4.559584492986913
74021329,test,119.87193644145881,119.80852339828873,-0.06341304317008678,-0.052900658029375755
74021347,test,120.11746498133746,128.01026781212437,7.892802830786906,6.570903600082804
74021359,test,126.59443494330374,122.43455661437227,-4.15987832893147,-3.2859883065116584
74021380,test,125.72818348068559,121.17383109870246,-4.554352381983122,-3.6223798482563483
74021432,test,122.97809743754877,122.35782477665177,-0.6202726608970011,-0.5043765303101964
74021491,test,123.95097398581773,124.12551743324931,0.17454344743158856,0.1408165194825815
74021506,test,126.30066488730051,121.96871839818134,-4.331946489119176,-3.429868316991538
74021512,test,121.69690231784837,123.14186851211073,1.4449661942623635,1.1873483767798758
74021517,test,129.5374648602708,126.41463414634147,-3.122830713929332,-2.410754847871896
74021520,test,126.14737173476756,126.4093567251462,0.261984990378636,0.207681687518211
74021529,test,121.06152568210545,114.57142857142857,-6.490097110676885,-5.3609906814814
74021534,test,128.73759316166885,118.9090909090909,-9.828502252577948,-7.634523849016891
74021545,test,124.99033390649439,125.75623087473468,0.7658969682402983,0.6127649589393592
74220630,test,126.06767057350551,124.65040289658471,-1.417267676920801,-1.1242118383510888
74220769,test,125.83407740773167,123.7207189702027,-2.113358437528973,-1.6794802179708443
74220778,test,123.12075219613367,126.62968985630035,3.50893766016668,2.8499969319362806
74220779,test,121.97409726174736,126.91032896530221,4.936231703554853,4.046950798874999
74220840,test,128.1514635241152,124.4055724439672,-3.7458910801479988,-2.923018572818021
74221042,test,123.67497470116167,119.83195661936978,-3.8430180817918966,-3.107353036520006
74221164,test,121.93163226150567,122.67254697930622,0.7409147178005497,0.6076476662032348
74221225,test,126.90448068173706,128.8952832495553,1.9908025678182355,1.5687409594393729
74221226,test,119.98699080818487,127.46129194065249,7.474301132467616,6.229259590663689
74221421,test,119.84829769598346,122.83706991973193,2.9887722237484695,2.493796141627328
74221441,test,119.56505090737417,129.13506127111884,9.570010363744672,8.004019812744831
74321628,test,121.20333471121992,122.07707575545004,0.8737410442301154,0.7208886177198822
74012019,control,117.91466550497759,124.34163908235027,6.426973577372678,5.45052945691592
74013316,control,123.21315513088294,123.26460410381151,0.05144897292856854,0.04175607131715519
74013320,control,116.89573965548203,121.06663258931978,4.170892933837749,3.5680452907268525
74013324,control,124.23491967092878,124.57220716741455,0.3372874964857715,0.2714917008673347
74013325,control,119.64603320477624,124.802879073232,5.156845868455761,4.3100851155087865
74013410,control,123.34851054626081,122.8438604917624,-0.5046500544984127,-0.4091253735156761
74013411,control,125.12127954836573,128.25164636557963,3.130366817213897,2.501866052291969
74014085,control,120.1475293268029,123.98419227698781,3.836662950184916,3.193293255118997
74014122,control,119.58857663840132,127.17619071994692,7.5876140815455955,6.3447649389524745
74015173,control,118.33788221227267,118.01228894688363,-0.3255932653890454,-0.2751386616882337
74020381,control,126.31133851327073,124.13240942464293,-2.1789290886277968,-1.7250463135570926
74020432,control,122.68256751576881,123.89835132933182,1.2157838135630072,0.9909996490795145
74020442,control,121.20702261723385,123.83707591898519,2.630053301751346,2.169885246712917
74020450,control,122.35352601820694,126.18982019053526,3.836294172328323,3.135417749838659
74020451,control,125.34395139012084,123.95564245330586,-1.3883089368149797,-1.1075994664425437
74020460,control,36.0,118.58792933369205,82.58792933369205,229.41091481581122
74020469,control,121.98499597882004,123.63939703620218,1.6544010573821453,1.3562332351672126
74020474,control,121.55856983418632,121.7562558919519,0.1976860577655799,0.16262617932675283
74020478,control,127.13735856237332,124.86747233153599,-2.2698862308373293,-1.7853809899029227
74020503,control,117.73981028814082,117.3973676394709,-0.34244264866991614,-0.2908469512833997
74020511,control,123.51620335275678,124.97118683751052,1.4549834847537397,1.177969728067476
74020521,control,121.97170444550737,125.18005408027999,3.208349634772617,2.6304048544357217
74020522,control,125.16334708833962,127.83356976988428,2.670222681544658,2.1333902805108185
74020523,control,125.43526334205562,124.26303031596424,-1.1722330260913765,-0.9345322797264405
74020524,control,129.34497299048712,122.98254893591007,-6.362424054577048,-4.918957349076861
74020542,control,120.70073966120127,126.06903196288029,5.36829230167902,4.447605140405477
74020543,control,126.93917165007831,124.00409390463847,-2.935077745439841,-2.3121922943775806
74020581,control,123.57502787012686,123.19472582199819,-0.3803020481286694,-0.30774991896287807
74020588,control,123.36456141612915,117.74925909518859,-5.6153023209405575,-4.551795310161409
74020592,control,124.62310896245866,120.72588305377619,-3.897225908682472,-3.1272096653089188
74020606,control,120.23507772473648,126.39029000349527,6.155212278758782,5.119314924759634
74020615,control,122.53467497612401,123.71756084491186,1.1828858687878494,0.9653478650172581
74020618,control,131.00277751894762,122.80299770904286,-8.199779809904769,-6.2592411895379785
74020647,control,126.88131654487852,120.16459086175213,-6.716725683126384,-5.2937074315040284
74020648,control,126.44098102564158,129.76311040721419,3.3221293815726085,2.6274150632372093
74020660,control,122.82521183215802,127.2561239257478,4.430912093589782,3.607493956244644
74020663,control,123.15939730253027,126.16245777841267,3.003060475882407,2.4383526889999727
74020675,control,126.88565179643325,124.24266167359663,-2.642990122836622,-2.082970048557465
74020676,control,125.00876674894081,127.25718497759492,2.248418228654103,1.7986084393342385
74020682,control,124.57334457607534,124.83232788373893,0.25898330766358413,0.20789624662074183
74020696,control,127.57065534262316,126.58215306915415,-0.9885022734690097,-0.7748665010884656
74020699,control,125.67731424787206,131.47380207088835,5.796487823016292,4.612198993673544
74020701,control,125.49780015032084,125.85633015127272,0.35853000095187326,0.28568628336307667
74020743,control,121.67850373933831,126.26582762208896,4.587323882750653,3.7700364006593086
74020758,control,122.69959466172187,125.77706163330062,3.077466971578744,2.508131326809354
74020763,control,126.32232477012758,127.33466795071604,1.0123431805884593,0.8013968888164857
74020776,control,126.91644764000523,121.27380438558986,-5.6426432544153755,-4.445951142928745
74020777,control,119.33255519110993,123.13359357253302,3.8010383814230835,3.1852484641226004
74020784,control,124.88507814135181,124.06454402631319,-0.820534115038626,-0.6570313501424889
74020799,control,129.91769616445535,124.64343826666065,-5.274257897794698,-4.059691676735336
74020802,control,122.06089740782288,124.79864113637947,2.7377437285565946,2.2429326563194127
74020808,control,126.4796563685647,125.28622203847493,-1.1934343300897723,-0.9435780933908268
74020815,control,131.41410505646456,128.36794481173285,-3.046160244731709,-2.317985762200236
74020816,control,122.86205679251472,125.25208513148716,2.390028338972442,1.9452940975981226
74020871,control,121.27460346254034,121.83393931810082,0.5593358555604766,0.4612143347335256
74020877,control,126.0166581111792,124.85032185520365,-1.1663362559755512,-0.9255413319614791
74020879,control,124.57977183604555,125.89797259282065,1.3182007567750986,1.0581178126653898
74020880,control,127.49052263838331,123.05445019617726,-4.436072442206054,-3.4795311450629316
74020881,control,129.11126507024278,126.22164642483484,-2.8896186454079356,-2.238084061708979
74020883,control,127.55224308646616,122.40409916232862,-5.148143924137543,-4.0361061472260245
74020898,control,124.79776808772559,123.39781973761599,-1.3999483501095966,-1.1217735473646566
74020920,control,123.33405105461286,123.61022252659066,0.2761714719778041,0.22392151203686173
74020952,control,121.02263894533654,120.32897939539231,-0.6936595499442291,-0.5731651168650693
74020987,control,123.29864308514301,121.98346817759153,-1.31517490755148,-1.0666580544956161
74020989,control,120.61048963080742,124.77869101782946,4.168201387022037,3.4559194642033506
74021017,control,117.58796307040546,122.02380835959373,4.435845289188265,3.772363406390767
74021028,control,125.22585872588454,125.46501945128064,0.2391607253961041,0.19098349800069603
74021029,control,129.49512512515324,126.39124554755641,-3.103879577596828,-2.3969084354310786
74021051,control,130.02532450586517,125.14218457214825,-4.883139933716919,-3.7555298956370997
74021053,control,120.16964918094068,123.58409459991448,3.4144454189737985,2.841354237318803
74021089,control,122.57327595074274,125.62402113637853,3.0507451856357903,2.488915436070879
74021098,control,123.975492499886,123.76242990972261,-0.21306259016338913,-0.17185863582157987
74021099,control,125.86836671913483,127.8825684882313,2.0142017690964735,1.6002446219001185
74021130,control,125.25079751704138,127.74564590418511,2.4948483871437332,1.9918822367612383
74021148,control,123.3338010928288,123.60216960586429,0.26836851303548315,0.21759526638888885
74021150,control,131.41214163756038,128.52553011628765,-2.8866115212727266,-2.196609449706793
74021162,control,141.8320610687023,128.09649994470973,-13.735561123992568,-9.68438378494632
74021168,control,125.58152471615156,127.06162833961776,1.4801036234661922,1.178599819369632
74021182,control,123.90860739781041,127.25512622975913,3.346518831948714,2.7007960965977658
74021219,control,117.04333221267846,123.85438760221184,6.811055389533379,5.81925963724022
74021251,control,122.81646958984537,120.48439557900691,-2.332074010838454,-1.898828405202158
74021266,control,132.1393837561066,129.47937227504633,-2.6600114810602804,-2.013034574135701
74021276,control,115.59579013915108,125.65217391304347,10.056383773892392,8.699610739964484
74021321,control,122.51468502904176,128.1008456092577,5.586160580215946,4.559584492986913
74021329,control,119.87193644145881,119.80852339828873,-0.06341304317008678,-0.052900658029375755
74021347,control,120.11746498133746,128.01026781212437,7.892802830786906,6.570903600082804
74021359,control,126.59443494330374,122.43455661437227,-4.15987832893147,-3.2859883065116584
74021380,control,125.72818348068559,121.17383109870246,-4.554352381983122,-3.6223798482563483
74021432,control,122.97809743754877,122.35782477665177,-0.6202726608970011,-0.5043765303101964
74021491,control,123.95097398581773,124.12551743324931,0.17454344743158856,0.1408165194825815
74021506,control,126.30066488730051,121.96871839818134,-4.331946489119176,-3.429868316991538
74021512,control,121.69690231784837,123.14186851211073,1.4449661942623635,1.1873483767798758
74021517,control,129.5374648602708,126.41463414634147,-3.122830713929332,-2.410754847871896
74021520,control,126.14737173476756,126.4093567251462,0.261984990378636,0.207681687518211
74021529,control,121.06152568210545,114.57142857142857,-6.490097110676885,-5.3609906814814
74021534,control,128.73759316166885,118.9090909090909,-9.828502252577948,-7.634523849016891
74021545,control,124.99033390649439,125.75623087473468,0.7658969682402983,0.6127649589393592
74220630,control,126.06767057350551,124.65040289658471,-1.417267676920801,-1.1242118383510888
74220769,control,125.83407740773167,123.7207189702027,-2.113358437528973,-1.6794802179708443
74220778,control,123.12075219613367,126.62968985630035,3.50893766016668,2.8499969319362806
74220779,control,121.97409726174736,126.91032896530221,4.936231703554853,4.046950798874999
74220840,control,128.1514635241152,124.4055724439672,-3.7458910801479988,-2.923018572818021
74221042,control,123.67497470116167,119.83195661936978,-3.8430180817918966,-3.107353036520006
74221164,control,121.93163226150567,122.67254697930622,0.7409147178005497,0.6076476662032348
74221225,control,126.90448068173706,128.8952832495553,1.9908025678182355,1.5687409594393729
74221226,control,119.98699080818487,127.46129194065249,7.474301132467616,6.229259590663689
74221421,control,119.84829769598346,122.83706991973193,2.9887722237484695,2.493796141627328
74221441,control,119.56505090737417,129.13506127111884,9.570010363744672,8.004019812744831
74321628,control,121.20333471121992,122.07707575545004,0.8737410442301154,0.7208886177198822
