Ресторан,Группа,Метрика before,Метрика after,Изменение метрики,Изменение метрики %
74012019,test,2.881275595529604,2.957532468102087,0.07625687257248304,2.646635840417284
74013316,test,2.7766976710725406,2.949415826350568,0.17271815527802747,6.220272270812707
74013320,test,2.515146580455876,2.6811338041890624,0.16598722373318653,6.59950497609173
74013324,test,3.506501149194726,3.429888770925617,-0.07661237826910883,-2.1848667663121395
74013325,test,3.2711606866622347,3.6368866645748077,0.365725977912573,11.180312217732892
74013410,test,2.9097800749493987,2.953993536549074,0.04421346159967543,1.5194777770427996
74013411,test,3.205713400858518,3.2354344909883643,0.02972109012984614,0.9271287358965581
74014085,test,2.9241409151495468,3.071311531592004,0.1471706164424571,5.032952265740261
74014122,test,2.554815974707988,2.5232642044059337,-0.03155177030205447,-1.2349918982192365
74015173,test,2.482779414277704,2.6343874150149817,0.15160800073727776,6.106382220886261
74020381,test,2.7959251571865003,2.8774253405214343,0.08150018333493403,2.9149629819471454
74020432,test,3.343038314676366,3.206460806211176,-0.1365775084651899,-4.085430545788158
74020442,test,2.9962788612286584,3.0110398825293627,0.014761021300704336,0.4926451102969571
74020450,test,2.8287412530517493,2.9797124217510533,0.15097116869930405,5.337044119409326
74020451,test,2.9471600940025513,3.0456199469082996,0.09845985290574832,3.3408382906009546
74020460,test,1.0,3.4483230203569186,2.4483230203569186,244.83230203569187
74020469,test,3.7178235670539106,3.833438461683314,0.11561489462940333,3.109746671518876
74020474,test,2.697842907379874,2.8823489132218034,0.18450600584192944,6.839019623315294
74020478,test,3.523677964026373,3.58443856064847,0.06076059662209676,1.7243515792989192
74020503,test,2.9846585223230795,3.26664420836547,0.2819856860423906,9.447837463929034
74020511,test,3.551126564524754,3.8115434379301263,0.26041687340537223,7.333359390985934
74020521,test,2.758872767173456,2.795108631290256,0.03623586411679991,1.313430055490547
74020522,test,3.606248357291767,3.548767149440822,-0.057481207850945015,-1.59393369940035
74020523,test,2.834134245981156,3.0728905976351104,0.23875635165395437,8.424313421021406
74020524,test,2.925142986124996,3.057876923907306,0.13273393778231002,4.537690581688306
74020542,test,3.484467991579964,3.4839029211134047,-0.000565070466559181,-0.01621683619779675
74020543,test,3.3321492544825793,3.3260604464467556,-0.0060888080358236785,-0.18272915079157093
74020581,test,3.176837682910438,3.351979491876798,0.1751418089663601,5.513086485611854
74020588,test,2.5189663493282275,2.5938874499341136,0.07492110060588608,2.9742795343759347
74020592,test,2.8064109048634887,2.995698727115568,0.18928782225207952,6.744836328993918
74020606,test,2.9812726920503203,3.0776070237383815,0.09633433168806116,3.2313156708187214
74020615,test,3.0022241922251944,2.999167797335755,-0.003056394889439318,-0.1018043521651184
74020618,test,3.0137763461606997,3.030558642937574,0.01678229677687426,0.5568527604330531
74020647,test,2.7829320530984702,2.802683363894081,0.019751310795610877,0.7097302563898423
74020648,test,2.7513523575590297,2.637054076260604,-0.11429828129842567,-4.154258213580098
74020660,test,2.9224987106714266,3.4660583115999875,0.5435596009285608,18.59913911830884
74020663,test,3.3418583347201487,3.328248768961068,-0.013609565759080677,-0.4072454423840907
74020675,test,3.100161634176747,3.3171475368449532,0.21698590266820617,6.9991803097010825
74020676,test,3.0305089549249224,3.1057751026699734,0.07526614774505092,2.4836141012794184
74020682,test,3.3230579437066146,3.440039743011522,0.1169817993049076,3.520305733050909
74020696,test,3.0239957857991873,3.300882325498056,0.2768865396988689,9.156313676068594
74020699,test,3.289619520024858,3.325543585724102,0.03592406569924389,1.0920431825189445
74020701,test,3.178653686791508,3.1711810396680473,-0.0074726471234605185,-0.2350884323923728
74020743,test,2.7881063537170703,2.9222841733101093,0.13417781959303898,4.812507220685994
74020758,test,2.9720939416913796,3.017166783314956,0.04507284162357639,1.5165348911523984
74020763,test,2.959460221444526,3.054167207764179,0.09470698631965302,3.2001439192659977
74020776,test,3.303506693944589,3.255508176033072,-0.04799851791151699,-1.452956580941685
74020777,test,3.2804595396727736,3.3386228202860853,0.05816328061331166,1.7730223436657127
74020784,test,2.6753076321588116,2.793605206303074,0.11829757414426245,4.421830697982327
74020799,test,3.314128193264792,3.250273747158104,-0.06385444610668811,-1.926734344086559
74020802,test,2.93881645948143,3.1041089858796216,0.1652925263981917,5.6244589846675375
74020808,test,3.34425770785813,3.1633780721468967,-0.18087963571123344,-5.408663192618609
74020815,test,2.9740509142439704,2.962980499509344,-0.011070414734626333,-0.37223353109408785
74020816,test,2.4993180622656053,2.5020208765337446,0.002702814268139342,0.10814206918863577
74020871,test,3.380436609464283,3.2510553214930944,-0.12938128797118864,-3.8273543603496956
74020877,test,2.7004401105506846,2.757633326486351,0.05719321593566651,2.1179220273099646
74020879,test,3.112787844499991,3.3916128390682023,0.2788249945682115,8.9574043750161
74020880,test,3.170473819486156,3.161015174595822,-0.00945864489033399,-0.2983353728455316
74020881,test,3.063972643179846,3.065584712643289,0.0016120694634431665,0.05261370290075867
74020883,test,3.252724079199215,3.3389410572459712,0.08621697804675632,2.650608411518938
74020898,test,2.6699954849424294,2.6294892768772153,-0.0405062080652141,-1.5170890098373142
74020920,test,2.698205793928864,2.6837600333699676,-0.01444576055889657,-0.5353839425962413
74020952,test,3.1286172524392173,3.1028577152438674,-0.025759537195349846,-0.8233521430359211
74020987,test,2.987609721085801,3.063925677363387,0.07631595627758614,2.554415181439772
74020989,test,2.9670083457138063,2.8460487383454502,-0.12095960736835609,-4.076820597525333
74021017,test,3.4738630009181692,3.5028938807122763,0.029030879794107012,0.8356944354579879
74021028,test,2.710875582759974,2.6910020401954813,-0.01987354256449292,-0.7331041930098257
74021029,test,3.244322247397702,3.243110630951522,-0.0012116164461799528,-0.03734574908986925
74021051,test,3.2625909028591216,3.1677256201047164,-0.0948652827544052,-2.9076671142333983
74021053,test,3.2409452367178035,3.5238698204395225,0.2829245837217189,8.729693439937435
74021089,test,2.7405806439372276,2.8177410031677215,0.07716035923049391,2.8154748666560767
74021098,test,3.239232706402774,3.3598581928195905,0.12062548641681659,3.7238907281463383
74021099,test,3.622533575844505,3.7963027228890667,0.17376914704456148,4.796895416050118
74021130,test,3.198617948510723,3.24189903436088,0.04328108585015711,1.353118332569502
74021148,test,2.878886926329688,2.8849571201759043,0.00607019384621621,0.21085211060912143
74021150,test,3.2587908496431215,3.3087680087506435,0.049977159107521985,1.53361051424933
74021162,test,3.480916030534351,3.8494775655582307,0.36856153502387956,10.588061642133383
74021168,test,3.631702773022661,3.7010150872662013,0.06931231424354012,1.9085348822709842
74021182,test,3.034131234419447,3.0941348351033353,0.060003600683888436,1.977620480063697
74021219,test,3.535752591021928,3.3522414033623686,-0.1835111876595592,-5.190159179280118
74021251,test,2.861301766006335,2.795848851902205,-0.06545291410412979,-2.287522234870241
74021266,test,3.187773804639797,3.235680197459611,0.047906392819814236,1.5028165659083652
74021276,test,2.7975716167941655,3.4458572600492205,0.648285643255055,23.1731562961004
74021321,test,3.080872956331311,3.014919507061396,-0.06595344926991498,-2.140739011466803
74021329,test,3.316630747497081,3.162677234327389,-0.15395351316969208,-4.641864738360584
74021347,test,3.1361069919507765,3.194087978504274,0.057980986553497704,1.8488204229738778
74021359,test,3.052608071499474,3.0453680821869273,-0.0072399893125467685,-0.2371738900955735
74021380,test,2.6522868181433097,2.6014974933221544,-0.05078932482115528,-1.9149258094458097
74021432,test,2.7508059109106626,2.6343001235804397,-0.11650578733022288,-4.235332884378356
74021491,test,3.276227413487741,3.2006281412535507,-0.07559927223419027,-2.3075099098114897
74021506,test,3.1387793972038778,3.0681439962613157,-0.07063540094256204,-2.25040985694905
74021512,test,3.309796416399516,3.3356401384083045,0.025843722008788372,0.7808251250964208
74021517,test,3.7574929772528844,3.731707317073171,-0.02578566017971351,-0.6862463971540272
74021520,test,3.2981104466461746,3.046783625730994,-0.25132682091518044,-7.620327608214361
74021529,test,3.6479561104543783,3.9,0.2520438895456216,6.9091809746095825
74021534,test,3.105336136221536,2.909090909090909,-0.19624522713062698,-6.3196130313097525
74021545,test,3.077545643073928,3.0948164422327156,0.017270799158787487,0.5611874253646159
74220630,test,2.9215695801973403,3.1856415633629336,0.2640719831655933,9.038702516465698
74220769,test,2.946595189092597,2.956641138776242,0.010045949683644917,0.34093416431384876
74220778,test,3.5715798254317632,3.417827050738921,-0.1537527746928422,-4.304895374255152
74220779,test,3.716943051375805,3.7583664086732247,0.04142335729741964,1.1144469184720767
74220840,test,3.338576524475786,3.305301982046195,-0.03327454242959105,-0.9966685557646675
74221042,test,3.2776655842738887,3.404261077891902,0.12659549361801314,3.862367601667888
74221164,test,3.3900123092418966,3.4734877708393075,0.08347546159741093,2.4623940559106234
74221225,test,3.4493239638774957,3.506773916122199,0.05744995224470317,1.6655423742837374
74221226,test,3.825579864030684,3.892231261817296,0.06665139778661189,1.7422560802687583
74221421,test,3.3837018178467937,3.3488929452772447,-0.03480887256954901,-1.0287216322063364
74221441,test,3.471580758958482,3.507379959537533,0.035799200579050616,1.0312074834114136
74321628,test,3.484209059523525,3.7051033897308785,0.22089433020735338,6.33987015226811
74012019,control,2.881275595529604,2.957532468102087,0.07625687257248304,2.646635840417284
74013316,control,2.7766976710725406,2.949415826350568,0.17271815527802747,6.220272270812707
74013320,control,2.515146580455876,2.6811338041890624,0.16598722373318653,6.59950497609173
74013324,control,3.506501149194726,3.429888770925617,-0.07661237826910883,-2.1848667663121395
74013325,control,3.2711606866622347,3.6368866645748077,0.365725977912573,11.180312217732892
74013410,control,2.9097800749493987,2.953993536549074,0.04421346159967543,1.5194777770427996
74013411,control,3.205713400858518,3.2354344909883643,0.02972109012984614,0.9271287358965581
74014085,control,2.9241409151495468,3.071311531592004,0.1471706164424571,5.032952265740261
74014122,control,2.554815974707988,2.5232642044059337,-0.03155177030205447,-1.2349918982192365
74015173,control,2.482779414277704,2.6343874150149817,0.15160800073727776,6.106382220886261
74020381,control,2.7959251571865003,2.8774253405214343,0.08150018333493403,2.9149629819471454
