Unnamed: 0,restraunt_id,Market Segment,Price Group,Room Type,latitude,longitude,sum_system_identification_only_showed,avg_system_identification_only_showed,var_system_identification_only_showed,sum_open_auth_count,avg_tap_email_count,sum_tap_sms_count,avg_tap_sms_count,sum_sessions,avg_sessions,var_session,days_with_test,sum_orders,avg_orders,var_orders,Combined_Cluster,Group,sum_auth_orders,avg_auth_orders,var_auth_orders,conversion_rate,auth_conversion_rate,sum_revenue,avg_revenue,avg_product_count,days_with_test_Kmean_Cluster
768,74020667,Petrozavodsk,5,4,61.7900426,34.390007,0,0,0,0,0,0,0,15361,204.8133333,3234.207928,75,12525,167,2653.108108,4,Test,129,1.72,2.177297297,0.8153766031,0.008397890762,7987502,106500.0267,3.684511228,0
697,74321865,Novosibirsk,1,4,55.0288307,82.9226887,0,0,0,0,0,0,0,18782,250.4266667,4525.491171,75,12545,167.2666667,1835.765766,4,Control,219,2.92,2.885405405,0.6679267384,0.0116601001,6508992,86786.56,3.205389719,0
294,74321910,Kursk,0,0,69.6,37.566667,0,0,0,0,0,0,0,15965,212.8666667,4156.063063,75,12855,171.4,2877.540541,4,Control,131,1.746666667,2.002522523,0.8051988725,0.008205449421,5901459,78686.12,3.179073854,0
1010,74021738,Taman,7,2,45.2158646,36.7191326,0,0,0,0,0,0,0,18959,252.7866667,8964.332252,75,12873,171.64,4246.584865,4,Test,89,1.186666667,1.072792793,0.678991508,0.004694340419,10266749,136889.9867,4.139384475,0
276,74220910,Krasnoyarsk,6,3,56.0090968,92.8725147,0,0,0,0,0,0,0,33380,445.0666667,28403.76577,75,17295,230.6,4086.810811,5,Control,238,3.173333333,3.73981982,0.5181246255,0.007130017975,9423179,125642.3867,3.252476098,0
64,74021639,Cheboksary,4,3,56.1307195,47.2449597,0,0,0,0,0,0,0,23665,324.1780822,6942.815068,73,16894,231.4246575,3692.942161,5,Test,307,4.205479452,6.332191781,0.7138812592,0.01297274456,8173621,111967.411,3.193778842,0
1005,74021481,Syktyvkar,5,0,61.6685237,50.8352024,0,0,0,0,0,0,0,23337,311.16,6895.703784,75,17369,231.5866667,5287.407928,5,Control,96,1.28,0.907027027,0.7442687578,0.004113639285,7093370,95856.35135,2.928524193,0
63,74021302,Cheboksary,4,0,56.1307195,47.2449597,0,0,0,0,0,0,0,22581,305.1486486,7526.374861,74,17222,232.7297297,5643.788967,5,Test,264,3.567567568,5.865235098,0.7626765865,0.01169124485,8333721,114160.5616,3.127561669,0
803,74021733,Rostov-na-Donu,4,4,47.2216548,39.7096061,0,0,0,0,0,0,0,22784,303.7866667,10177.00793,75,17763,236.84,7504.568649,5,Control,412,5.493333333,12.65873874,0.7796260534,0.01808286517,12914644,172195.2533,4.598928115,0
730,74020551,Orenburg,4,3,51.7671248,55.0978517,0,0,0,0,0,0,0,24749,329.9866667,9286.337658,75,17782,237.0933333,4621.13982,5,Test,279,3.72,4.825945946,0.7184936765,0.01127318275,8692691,115902.5467,3.432457332,0
373,74020828,Moscow,0,3,55.625578,37.6063916,0,0,0,0,0,0,0,31685,422.4666667,5268.711712,75,26082,347.76,4867.482162,6,Test,436,5.813333333,6.667387387,0.8231655357,0.01376045447,11544921,153932.28,3.118792931,0
115,74221041,Ekaterinburg,9,4,56.839104,60.60825,0,0,0,0,0,0,0,32683,435.7733333,5227.150631,75,26160,348.8,4470.486486,6,Control,474,6.32,6.842162162,0.8004161185,0.01450295261,12717364,169564.8533,3.115008662,0
771,74321722,Podol’sk,4,0,55.4308841,37.5453056,0,0,0,0,0,0,0,33663,448.84,9739.892973,75,26184,349.12,7446.782703,6,Control,374,4.986666667,5.283603604,0.7778272881,0.0111101209,13374163,178322.1733,3.343400934,0
1097,74020960,Vladivostok,0,3,43.1150678,131.8855768,0,0,0,0,0,0,0,37183,495.7733333,14590.61009,75,26360,351.4666667,7901.468468,6,Test,475,6.333333333,5.576576577,0.7089261222,0.01277465508,13826543,184353.9067,3.451744241,0
1069,74020378,Ufa,0,0,54.7261409,55.947499,0,0,0,0,0,0,0,43374,578.32,33335.46378,75,28041,373.88,15115.05297,7,Test,340,4.533333333,6.063063063,0.6464932909,0.007838797436,15463791,206183.88,3.437878673,0
157,74020449,Izhevsk,0,3,56.86051745,53.19773074,0,0,0,0,0,0,0,34010,566.8333333,34861.12429,60,22570,376.1666667,17204.03955,7,Test,171,2.85,2.570338983,0.6636283446,0.005027932961,10188213,169803.55,3.230251047,0
928,74220822,Samara,4,0,53.198627,50.113987,0,0,0,0,0,0,0,41296,550.6133333,12992.45658,75,28316,377.5466667,9355.278198,7,Control,261,3.48,5.577297297,0.6856838435,0.006320224719,15538584,207181.12,3.631369782,0
846,74020920,Saint Petersburg,4,3,59.9606739,30.1586551,0,0,0,0,0,0,0,38818,517.5733333,6422.301982,75,28355,378.0666667,3891.468468,7,Control,437,5.826666667,5.577657658,0.7304600958,0.01125766397,11913735,158849.8,2.784359387,0
588,74021914,Moscow,4,3,55.625578,37.6063916,0,0,0,0,0,0,0,44668,595.5733333,20502.57225,75,37759,503.4533333,17451.6836,8,Test,447,5.96,10.22810811,0.8453255127,0.01000716397,13836021,184480.28,2.665798768,0
586,74021919,Moscow,4,3,55.625578,37.6063916,0,0,0,0,0,0,0,46089,614.52,14399.14486,75,37821,504.28,11525.01514,8,Control,702,9.36,14.74702703,0.8206079542,0.01523140012,15200092,202667.8933,2.927430832,0
671,74214453,Novosibirsk,1,3,55.0288307,82.9226887,0,0,0,0,0,0,0,53876,718.3466667,20270.93225,75,38271,510.28,12824.96108,8,Control,372,4.96,6.282162162,0.7103534041,0.006904744227,20512062,273494.16,3.42377723,0
1070,74020395,Ufa,0,3,54.7261409,55.947499,0,0,0,0,0,0,0,53873,718.3066667,30191.86414,75,38429,512.3866667,16597.05117,8,Test,640,8.533333333,17.57657658,0.7133257847,0.01187979136,15724143,209655.24,2.938915291,0
489,74215106,Moscow,4,3,55.625578,37.6063916,0,0,0,0,0,0,0,58335,777.8,16419.91892,75,47382,631.76,13690.80649,9,Test,622,8.293333333,11.91279279,0.8122396503,0.0106625525,18260991,243479.88,2.767875067,0
898,74016847,Saint Petersburg,4,3,59.9606739,30.1586551,0,0,0,0,0,0,0,66684,889.12,18026.83676,75,48729,649.72,10838.01514,9,Control,869,11.58666667,17.89441441,0.7307450063,0.01303161178,19564435,260859.1333,2.67554393,0
531,74321666,Moscow,4,0,55.625578,37.6063916,0,0,0,0,0,0,0,64192,855.8933333,18946.20468,75,49247,656.6266667,14028.34523,9,Test,880,11.73333333,13.57657658,0.7671828265,0.01370887338,19933869,265784.92,2.900945002,0
424,74021353,Moscow,0,3,55.625578,37.6063916,0,0,0,0,0,0,0,64158,855.44,16946.03351,75,50756,676.7466667,13532.00252,9,Control,699,9.32,10.86918919,0.7911094485,0.01089497802,21610727,288143.0267,2.890201941,0
479,74020492,Moscow,0,0,55.625578,37.6063916,0,0,0,0,0,0,0,71523,953.64,33778.47676,75,58491,779.88,30564.67459,10,Control,831,11.08,13.07459459,0.8177928778,0.01161864016,28106743,374756.5733,3.286571676,0
389,74021008,Moscow,0,3,55.625578,37.6063916,0,0,0,0,0,0,0,71212,949.4933333,24586.71279,75,58602,781.36,14620.61189,10,Control,754,10.05333333,13.29441441,0.8229231028,0.01058810313,25110032,334800.4267,3.035308786,0
533,74321670,Moscow,4,3,55.625578,37.6063916,0,0,0,0,0,0,0,80326,1071.013333,48568.2836,75,58843,784.5733333,35812.62631,10,Test,1079,14.38666667,24.42954955,0.7325523492,0.0134327615,22790624,303874.9867,2.767946822,0
526,74013270,Moscow,0,3,55.625578,37.6063916,0,0,0,0,0,0,0,77687,1035.826667,19540.03712,75,58868,784.9066667,14165.5182,10,Test,1469,19.58666667,29.29981982,0.7577586984,0.01890921261,26284044,350453.92,3.002943212,0
