restraunt_id,days_with_test,sum_system_identification_only_showed,avg_system_identification_only_showed,var_system_identification_only_showed,sum_open_auth_count,avg_tap_email_count,sum_tap_sms_count,avg_tap_sms_count,sum_sessions,avg_sessions,var_session,sum_orders,avg_orders,var_orders,sum_auth_orders,avg_auth_orders,var_auth_orders,conversion_rate,auth_conversion_rate,sum_revenue,avg_revenue,avg_product_count
74020950,75,0,0.0,0.0,0,0.0,0,0.0,29210,389.46666666666664,10150.495495495497,22515,300.2,8972.5945945945932,260,3.4666666666666663,3.0900900900900909,0.77079767203012672,0.00890106128038343,10176492.0,135686.56,3.0981289336100013
74021831,75,0,0.0,0.0,0,0.0,0,0.0,23212,309.49333333333334,7208.4425225225195,14532,193.76,3149.1578378378372,337,4.4933333333333332,4.6046846846846838,0.62605548854041015,0.014518352576253661,6363477.0,85992.932432432426,3.1928109838372514
74020698,75,0,0.0,0.0,0,0.0,0,0.0,17519,233.58666666666667,4868.4349549549588,12134,161.78666666666666,2263.4133333333339,229,3.0533333333333337,4.4025225225225224,0.69261944174895829,0.013071522347165934,6200695.0,82675.933333333349,3.3678581074280789
74021743,75,0,0.0,0.0,0,0.0,0,0.0,52585,701.13333333333333,54779.090090090074,32763,436.84,2908.2443243243256,642,8.5599999999999987,10.844324324324322,0.62304839783208144,0.012208804792241134,16412499.0,218833.32,3.27559660016706
74021010,75,0,0.0,0.0,0,0.0,0,0.0,75256,1003.4133333333333,25092.759279279282,60403,805.37333333333333,23353.399279279278,1108,14.773333333333332,15.74522522522523,0.802633677049006,0.014723078558520251,22412935.0,298839.1333333333,2.6902750196566725
74016847,75,0,0.0,0.0,0,0.0,0,0.0,66684,889.12,18026.836756756755,48729,649.71999999999991,10838.01513513514,869,11.586666666666664,17.894414414414417,0.73074500629836248,0.013031611780936956,19564435.0,260859.13333333333,2.6755439302319024
74020784,75,0,0.0,0.0,0,0.0,0,0.0,53297,710.62666666666667,7164.7236036036029,42551,567.34666666666658,5348.7160360360376,728,9.706666666666667,8.5344144144144156,0.79837514306621382,0.01365930540180498,18091728.0,241223.04,2.7866343901444521
74020704,75,0,0.0,0.0,0,0.0,0,0.0,38011,506.81333333333333,17997.099819819821,26460,352.8,10405.02702702703,386,5.1466666666666665,9.91063063063063,0.69611428270763731,0.010154955144563415,18083211.0,241109.48,4.0630824675087842
74021943,75,0,0.0,0.0,0,0.0,0,0.0,30619,408.25333333333333,12090.786306306305,22752,303.35999999999996,7626.3686486486476,209,2.7866666666666666,3.521441441441441,0.74306802965478946,0.0068258271008197523,9255473.0,123406.30666666666,2.7989871075355253
74021865,75,0,0.0,0.0,0,0.0,0,0.0,20187,269.15999999999997,7236.6227027027035,15131,201.7466666666667,4724.8133333333326,272,3.6266666666666665,5.93981981981982,0.74954178431663943,0.01347401793233269,7338115.0,97841.53333333334,3.3532547599039884
