,Fact ID,Market Segment,Price Group,Room Type,latitude,longitude,action_order_success,action_order_success_std,conversion_rate_total
71,74021245,Moscow,0,3,55.7505412,37.6174782,23462,80.21372219308972,0.7811886318728518
72,74021251,Moscow,4,0,55.7505412,37.6174782,7217,44.87194254843639,0.6992206443749277
73,74021253,Moscow,4,3,55.7505412,37.6174782,12201,54.029892867821516,0.7779088741694202
74,74021259,Moscow,4,3,55.7505412,37.6174782,19487,90.38352215804734,0.751736317062861
75,74021266,Moscow,4,3,55.7505412,37.6174782,7341,48.39411742664349,0.7227357069048845
76,74021307,Moscow,4,3,55.7505412,37.6174782,13243,91.8417375810408,0.8194690558117312
77,74021308,Moscow,4,3,55.7505412,37.6174782,18812,91.84166594748827,0.7484903801014802
78,74021321,Moscow,4,3,55.7505412,37.6174782,8922,47.838681772015946,0.6833528838741113
79,74021327,Moscow,0,3,55.7505412,37.6174782,11709,62.024461582398814,0.8125326972362238
80,74021329,Moscow,0,3,55.7505412,37.6174782,6015,31.56575068870299,0.7229053772163015
81,74021337,Moscow,4,3,55.7505412,37.6174782,16599,78.39636854793568,0.7762954082645546
82,74021338,Moscow,0,0,55.7505412,37.6174782,13680,67.88382933891022,0.7827962716533766
83,74021347,Moscow,4,3,55.7505412,37.6174782,11010,47.57317276488182,0.7927981138852
84,74021350,Moscow,4,3,55.7505412,37.6174782,17622,72.34855844987123,0.7216582530786254
85,74021353,Moscow,0,3,55.7505412,37.6174782,37817,180.01042332672202,0.7820350183085917
86,74021359,Moscow,4,0,55.7505412,37.6174782,11846,79.17839775897967,0.7635892224023262
87,74021363,Moscow,4,3,55.7505412,37.6174782,18624,82.22411149582705,0.7985041362701844
88,74021375,Moscow,4,0,55.7505412,37.6174782,25452,115.93318661797622,0.76776752847932
89,74021428,Moscow,0,3,55.7505412,37.6174782,17365,84.63503395421472,0.7026834746497871
90,74021432,Moscow,0,3,55.7505412,37.6174782,50877,355.12520435516825,0.6870335828210111
91,74221440,Moscow,5,0,55.7505412,37.6174782,18857,94.28435766472944,0.6852201573922553
92,74021452,Moscow,4,3,55.7505412,37.6174782,11574,91.6095014279616,0.7326106478480666
93,74021469,Moscow,4,0,55.7505412,37.6174782,20585,135.328879859052,0.7646672924725345
94,74021468,Moscow,4,0,55.7505412,37.6174782,5146,26.397209258586482,0.7822022822431307
95,74021471,Moscow,4,3,55.7505412,37.6174782,11592,55.89167826473024,0.398695019194174
96,74021491,Moscow,4,3,55.7505412,37.6174782,10812,49.00515931101279,0.7789221054148988
97,74021503,Moscow,4,3,55.7505412,37.6174782,19039,86.90111194999385,0.7647367304146183
98,74021505,Moscow,4,0,55.7505412,37.6174782,20896,89.18837601414269,0.7500383231358398
99,74021506,Moscow,4,0,55.7505412,37.6174782,7808,42.13689053382617,0.8092910582888343
100,74021508,Moscow,4,0,55.7505412,37.6174782,18350,81.35808407657797,0.761783652440705
101,74021527,Moscow,4,3,55.7505412,37.6174782,25864,111.45855743307759,0.7541012491778166
102,74021543,Moscow,4,3,55.7505412,37.6174782,16667,76.54500535378864,0.7227496870308168
103,74021541,Moscow,4,3,55.7505412,37.6174782,7795,48.61786148634345,0.734607589624222
104,74021542,Moscow,4,3,55.7505412,37.6174782,6939,34.1308021314375,0.7568431507635544
105,74021560,Moscow,4,3,55.7505412,37.6174782,9884,48.63855747432234,0.7267789120981983
106,74021571,Moscow,0,3,55.7505412,37.6174782,7351,44.04026714122122,0.7307823861751247
107,74021572,Moscow,4,3,55.7505412,37.6174782,31477,122.78654788229909,0.8166190093607997
108,74021573,Moscow,4,2,55.7505412,37.6174782,5895,30.761146277418725,0.7546787232462608
109,74021604,Moscow,0,0,55.7505412,37.6174782,25069,212.28841891873788,0.7497711282880268
110,74021605,Moscow,0,3,55.7505412,37.6174782,4220,22.058952889867697,0.6963296548419285
111,74021611,Moscow,0,0,55.7505412,37.6174782,17166,106.58561104203045,0.8307299977868395
112,74021627,Moscow,4,3,55.7505412,37.6174782,5385,20.893527076207366,0.7706199049211657
113,74021634,Moscow,0,3,55.7505412,37.6174782,22448,86.9704635426422,0.8248717915549454
114,74021636,Moscow,4,4,55.7505412,37.6174782,4085,21.653384207071365,0.7436068094033192
115,74011885,Moscow,4,0,55.7505412,37.6174782,13918,146.89745242454705,0.6470452560584391
116,74020414,Moscow,4,0,55.7505412,37.6174782,23163,126.86869359118441,0.743544469519871
117,74013315,Moscow,4,3,55.7505412,37.6174782,16949,71.41915790100174,0.754477053921033
118,74013316,Moscow,4,0,55.7505412,37.6174782,8299,48.96568027314161,0.7958940899818244
119,74013317,Moscow,4,0,55.7505412,37.6174782,20672,91.69930155002221,0.778239803962543
120,74013318,Moscow,4,3,55.7505412,37.6174782,23354,115.28408302753137,0.7457644182206317
121,74013320,Moscow,4,0,55.7505412,37.6174782,6415,49.33633483384323,0.7238558293464131
122,74013323,Moscow,4,3,55.7505412,37.6174782,33467,147.69653233627523,0.7930316072953729
123,74013325,Moscow,4,0,55.7505412,37.6174782,4739,49.03695348426065,0.7281128623141233
124,74013410,Moscow,4,0,55.7505412,37.6174782,7283,41.0848501552665,0.7589148323184104
125,74013411,Moscow,4,0,55.7505412,37.6174782,6290,63.455690735479294,0.6780987154988535
126,74013415,Moscow,4,0,55.7505412,37.6174782,20049,144.35874538254012,0.6767285619476524
127,74020424,Moscow,0,3,55.7505412,37.6174782,19170,99.83721713275081,0.7820934627024421
128,74014085,Moscow,0,0,55.7505412,37.6174782,9296,51.97914441036987,0.734958209627902
129,74014122,Moscow,4,0,55.7505412,37.6174782,11688,55.5178288778323,0.7672333456911925
130,74015477,Moscow,0,0,55.7505412,37.6174782,13878,75.3643298527631,0.7149923371384825
131,74019904,Moscow,0,0,55.7505412,37.6174782,12444,63.91376944612195,0.7735597883392146
132,74020415,Moscow,4,2,55.7505412,37.6174782,11498,60.984996511426864,0.7462748363381996
133,74020432,Moscow,4,4,55.7505412,37.6174782,1227,51.887980303727375,0.5865304121450873
134,74020444,Moscow,4,0,55.7505412,37.6174782,18221,152.60714425016437,0.743683208953355
135,74020375,Moscow,4,0,55.7505412,37.6174782,24551,262.0974297024708,0.7072398832062086
136,74020381,Moscow,4,0,55.7505412,37.6174782,8046,46.04298824921437,0.7158679296095277
137,74020391,Moscow,4,0,55.7505412,37.6174782,10550,65.90124665571162,0.7690097134749527
138,74020463,Moscow,0,3,55.7505412,37.6174782,42679,280.40368098649657,0.6673487519013027
139,74020473,Moscow,4,2,55.7505412,37.6174782,12202,201.9420542564399,0.6104038514944436
140,74020492,Moscow,0,0,55.7505412,37.6174782,45884,294.78672898286237,0.8177425593161656
141,74020578,Moscow,0,0,55.7505412,37.6174782,19459,89.3650310033727,0.7930490153097326
142,74020706,Moscow,0,0,55.7505412,37.6174782,19312,128.21621349344787,0.7661640227195353
143,74020876,Moscow,0,0,55.7505412,37.6174782,26122,146.11029013425744,0.7426013746598754
144,74021081,Moscow,0,0,55.7505412,37.6174782,16488,109.41744204365509,0.7897284301789753
145,74021140,Moscow,0,3,55.7505412,37.6174782,14636,77.5501103019405,0.7713503905549038
146,74213277,Moscow,4,0,55.7505412,37.6174782,10077,78.07206754913986,0.7436306169009007
147,74213282,Moscow,4,3,55.7505412,37.6174782,28653,168.09787159378837,0.7116561729100718
148,74213546,Moscow,4,0,55.7505412,37.6174782,6952,39.22870892611717,0.7716738011017984
149,74220410,Moscow,4,3,55.7505412,37.6174782,8080,69.70188557602192,0.7135043004335037
150,74215106,Moscow,4,3,55.7505412,37.6174782,32802,153.2472448206257,0.7562710941926594
151,74220422,Moscow,4,0,55.7505412,37.6174782,12109,92.76102505591216,0.7469079234592437
152,74220465,Moscow,4,3,55.7505412,37.6174782,15404,92.59980729341149,0.7615567067163466
153,74220466,Moscow,4,3,55.7505412,37.6174782,19646,103.94107526111505,0.7654461336674481
154,74220512,Moscow,4,0,55.7505412,37.6174782,14323,124.70536467563801,0.7603250032161563
155,74220529,Moscow,4,0,55.7505412,37.6174782,8423,89.52234707918696,0.7525207493734025
156,74220630,Moscow,4,0,55.7505412,37.6174782,8106,43.46991440808937,0.77305706328017
157,74220633,Moscow,4,0,55.7505412,37.6174782,19615,174.90886097943354,0.7593766608480671
158,74220723,Moscow,4,0,55.7505412,37.6174782,12477,116.73408184699811,0.7816954090408538
159,74220769,Moscow,4,0,55.7505412,37.6174782,3755,22.10370862179224,0.737966604833787
160,74220778,Moscow,4,4,55.7505412,37.6174782,5074,27.971599900658276,0.7344179563213934
161,74220779,Moscow,4,4,55.7505412,37.6174782,5306,31.024345683070525,0.7413262195496048
162,74220788,Moscow,4,0,55.7505412,37.6174782,20842,164.81120055862084,0.7398745649089712
163,74220805,Moscow,4,3,55.7505412,37.6174782,9502,49.881311034921815,0.8244332425962
164,74220825,Moscow,4,0,55.7505412,37.6174782,18267,83.8710969420076,0.8231300702326844
165,74220833,Moscow,4,0,55.7505412,37.6174782,14056,77.52047186967609,0.748336633703955
166,74220907,Moscow,4,0,55.7505412,37.6174782,15319,79.19534634184964,0.7868349463909569
167,74220922,Moscow,4,3,55.7505412,37.6174782,14460,73.9145640720074,0.8234735864039873
168,74220929,Moscow,4,3,55.7505412,37.6174782,20590,90.63151800084695,0.8427226986516956
169,74220930,Moscow,4,3,55.7505412,37.6174782,14323,63.087737767664535,0.8164524239150351
170,74220933,Moscow,4,0,55.7505412,37.6174782,13349,112.11735538464202,0.71418069078021
171,74221007,Moscow,4,0,55.7505412,37.6174782,13898,70.3052331945236,0.7092875396803588
172,74221097,Moscow,4,3,55.7505412,37.6174782,24067,112.29282790096163,0.7994007423662776
173,74220904,Moscow,4,4,55.7505412,37.6174782,14367,54.568247259945565,0.8324441658764385
174,74221048,Moscow,4,0,55.7505412,37.6174782,12182,77.16488708926326,0.7336551530885169
175,74221047,Moscow,4,0,55.7505412,37.6174782,9580,57.77105665875145,0.7470227310101683
176,74221080,Moscow,4,4,55.7505412,37.6174782,6968,29.27168347796356,0.7701024891758418
177,74221295,Moscow,4,0,55.7505412,37.6174782,36593,303.5033826140087,0.7462578634948831
178,74221441,Moscow,4,4,55.7505412,37.6174782,2134,13.79960861745678,0.7944033351622547
179,74221477,Moscow,4,3,55.7505412,37.6174782,16070,94.51886804252419,0.7484208483559076
180,74021515,Moscow,0,3,55.7505412,37.6174782,4614,21.8138226164709,0.759289283196867
181,74013266,Moscow,0,3,55.7505412,37.6174782,51388,249.70247082245123,0.5442521736334046
182,74013416,Moscow,0,0,55.7505412,37.6174782,16559,92.08472771269987,0.7160498719354894
183,74013283,Moscow,0,0,55.7505412,37.6174782,9744,86.46701946144238,0.7727021551244554
184,74013922,Moscow,0,0,55.7505412,37.6174782,19847,89.55948288163559,0.7731072439261016
185,74014316,Moscow,0,0,55.7505412,37.6174782,8557,68.45049163588824,0.7165549807617329
186,74015171,Moscow,0,0,55.7505412,37.6174782,16898,81.45567673727396,0.7538635742712188
187,74021649,Moscow,4,2,55.7505412,37.6174782,4800,27.33700843316964,0.74500650377271
188,74021651,Moscow,4,0,55.7505412,37.6174782,35018,165.08358177732597,0.813016389770843
189,74021654,Moscow,4,0,55.7505412,37.6174782,13053,56.7510226465442,0.8174864934687369
190,74021661,Moscow,4,3,55.7505412,37.6174782,19796,105.02074028364261,0.7736389213508186
191,74321666,Moscow,4,0,55.7505412,37.6174782,41152,256.9662265824247,0.7996939687945993
192,74321669,Moscow,4,3,55.7505412,37.6174782,17106,76.7083261011025,0.7775871336698733
193,74321670,Moscow,4,3,55.7505412,37.6174782,40338,241.89410005020326,0.6653106226328727
194,74021671,Moscow,4,0,55.7505412,37.6174782,23935,135.95065815814974,0.722483205503788
195,74321673,Moscow,4,3,55.7505412,37.6174782,19653,74.83976617750592,0.7775844113198269
196,74021676,Moscow,4,3,55.7505412,37.6174782,11197,50.95516851110383,0.7958183594050356
197,74021678,Moscow,0,3,55.7505412,37.6174782,22840,97.45987542725334,0.7036741405291344
198,74321689,Moscow,4,0,55.7505412,37.6174782,6866,38.7478433388043,0.7478505910593446
199,74021692,Moscow,4,3,55.7505412,37.6174782,18047,85.7820648891224,0.7622018503623889
200,74021693,Moscow,4,3,55.7505412,37.6174782,27182,143.64473130757662,0.7301909219533456
201,74021694,Moscow,4,0,55.7505412,37.6174782,50079,283.24610370340116,0.7622699120568934
202,74021696,Moscow,0,0,55.7505412,37.6174782,11188,57.363931957765686,0.7528275861917456
203,74321698,Moscow,4,3,55.7505412,37.6174782,27331,127.73020154201947,0.7643052814641876
204,74321708,Moscow,4,0,55.7505412,37.6174782,10162,69.09097377112008,0.7749364873596393
205,74321715,Moscow,4,3,55.7505412,37.6174782,11720,49.2144557690279,0.816809338412506
206,74321709,Moscow,4,0,55.7505412,37.6174782,17919,100.63026944125484,0.7648053968441606
207,74321718,Moscow,4,3,55.7505412,37.6174782,26733,107.60294074579402,0.760064868071326
208,74321717,Moscow,4,0,55.7505412,37.6174782,13189,88.52819453750413,0.8272342517508702
209,74321716,Moscow,4,3,55.7505412,37.6174782,21328,86.18379919165649,0.7305782295348837
210,74321714,Moscow,4,3,55.7505412,37.6174782,29188,134.21090274653588,0.7899817086172415
211,74321742,Moscow,4,0,55.7505412,37.6174782,10123,82.35864475116274,0.7256289737479888
212,74021743,Moscow,4,3,55.7505412,37.6174782,25003,112.26726952416979,0.6748364257626515
213,74021744,Moscow,4,3,55.7505412,37.6174782,12984,52.12921337616793,0.7525432194085868
214,74021745,Moscow,4,3,55.7505412,37.6174782,19324,111.92787566397104,0.783879643305544
215,74021746,Moscow,4,3,55.7505412,37.6174782,23256,124.16923934694937,0.7496732890420211
216,74021747,Moscow,4,3,55.7505412,37.6174782,15823,80.49091850191869,0.7161937432401054
217,74021748,Moscow,4,3,55.7505412,37.6174782,7783,43.331393343888756,0.7655784203996564
218,74021749,Moscow,4,0,55.7505412,37.6174782,9897,75.73818426917151,0.7674326786505353
219,74021751,Moscow,4,3,55.7505412,37.6174782,18115,126.20762452723777,0.7513917663970339
220,74021752,Moscow,4,0,55.7505412,37.6174782,10953,65.83903246166912,0.7634859421335463
221,74021753,Moscow,4,0,55.7505412,37.6174782,14349,78.36169032938349,0.7590024624538428
222,74021754,Moscow,4,0,55.7505412,37.6174782,5648,42.61885929866963,0.7198502309213621
223,74021755,Moscow,4,0,55.7505412,37.6174782,13433,70.29741240242197,0.7608641729206898
224,74021758,Moscow,4,3,55.7505412,37.6174782,11978,58.27748848535257,0.7092083023008401
225,74021762,Moscow,4,3,55.7505412,37.6174782,13124,74.8985696749168,0.7334974512266189
226,74021771,Moscow,4,2,55.7505412,37.6174782,5006,36.74268192885047,0.6640875048483326
227,74021777,Moscow,4,3,55.7505412,37.6174782,11558,73.0212829894378,0.7122371637170224
228,74321796,Moscow,4,3,55.7505412,37.6174782,21632,105.90513322359668,0.7657043070692131
229,74021786,Moscow,0,3,55.7505412,37.6174782,16334,91.13876591301646,0.7086057909335366
230,74321802,Moscow,4,0,55.7505412,37.6174782,17332,83.70011513243547,0.7413992390326833
231,74321803,Moscow,4,0,55.7505412,37.6174782,16205,118.69287572077427,0.7161956605503121
232,74321804,Moscow,4,0,55.7505412,37.6174782,4553,26.058361816341765,0.7144409337831008
233,74021801,Moscow,4,3,55.7505412,37.6174782,12082,55.61794575246655,0.6628703490032494
234,74021813,Moscow,4,0,55.7505412,37.6174782,16178,84.86104667695169,0.7297620831906075
235,74021814,Moscow,4,3,55.7505412,37.6174782,13760,84.58699234032947,0.7319930676471852
236,74021816,Moscow,4,3,55.7505412,37.6174782,13686,57.97280280150041,0.7936914936811407
237,74021821,Moscow,4,3,55.7505412,37.6174782,29757,160.49771038115773,0.7061367971222124
238,74021830,Moscow,4,3,55.7505412,37.6174782,17407,76.56574075029643,0.7102384620064663
239,74021831,Moscow,4,3,55.7505412,37.6174782,10980,81.80238199006261,0.6541655326181616
240,74321813,Moscow,4,0,55.7505412,37.6174782,10450,61.261830733025796,0.7714009353744
241,74021845,Moscow,4,3,55.7505412,37.6174782,16591,85.27871524116063,0.7599807769590385
242,74321817,Moscow,4,0,55.7505412,37.6174782,14448,131.68171926265973,0.7703468292475555
243,74021856,Moscow,4,0,55.7505412,37.6174782,7842,53.32975366774749,0.6594369841974929
244,74021857,Moscow,4,4,55.7505412,37.6174782,19235,107.14503996278472,0.746686579980669
245,74021858,Moscow,4,3,55.7505412,37.6174782,18687,113.40730495649841,0.7618385719597304
246,74021919,Moscow,4,3,55.7505412,37.6174782,26996,143.7012966421723,0.8139148236427459
247,74021915,Moscow,0,0,55.7505412,37.6174782,14245,184.06550766265556,0.6863243138022509
248,74021914,Moscow,4,3,55.7505412,37.6174782,26297,148.69269499158202,0.7768105496056132
249,74021927,Moscow,4,0,55.7505412,37.6174782,19663,107.01100826421697,0.7461465993854335
250,74021939,Moscow,0,0,55.7505412,37.6174782,11307,59.84373447898265,0.7336382806674016
251,74021955,Moscow,4,0,55.7505412,37.6174782,9166,52.101699518651316,0.7406224190995379
252,74021956,Moscow,4,3,55.7505412,37.6174782,16705,85.93059068829972,0.793470943786989
253,74021957,Moscow,4,0,55.7505412,37.6174782,15201,96.51020632457497,0.8482213216058628
254,74321846,Moscow,4,0,55.7505412,37.6174782,14169,129.57167726348297,0.8307999314765634
255,74021963,Moscow,0,3,55.7505412,37.6174782,6351,31.356217980091884,0.7591803205636359
256,74021962,Moscow,0,3,55.7505412,37.6174782,26485,161.56494616584973,0.8112261660162244
257,74321859,Moscow,4,0,55.7505412,37.6174782,12963,137.26147458779187,0.7265399819235407
258,74321861,Moscow,4,3,55.7505412,37.6174782,8307,68.16852182951493,0.7239577196989199
259,74021984,Moscow,5,3,55.7505412,37.6174782,24404,104.51249847583942,0.7712207832004541
260,74021985,Moscow,0,3,55.7505412,37.6174782,59320,266.09470420136137,0.6835798482249922
261,74321878,Moscow,4,0,55.7505412,37.6174782,4809,26.075187698918583,0.6580377421849247
262,74321881,Moscow,4,3,55.7505412,37.6174782,25015,144.26654876558123,0.7147662090776418
263,74020449,Izhevsk,0,3,56.86051745,53.197730742455306,23638,180.39806826177897,0.6496147434172995
264,74020581,Izhevsk,0,3,56.86051745,53.197730742455306,9472,46.67445110512724,0.750213782484339
265,74020642,Izhevsk,0,3,56.86051745,53.197730742455306,21642,148.28991366994788,0.7475155517531858
266,74020952,Izhevsk,0,3,56.86051745,53.197730742455306,8012,39.571372022072644,0.813323411196124
267,74021062,Izhevsk,0,2,56.86051745,53.197730742455306,10167,49.58745217828634,0.7641463239266088
268,74021147,Izhevsk,0,3,56.86051745,53.197730742455306,11544,81.08067086531737,0.7800438682919316
269,74021433,Izhevsk,0,2,56.86051745,53.197730742455306,15630,76.51837707423746,0.7070214280455861
270,74021434,Izhevsk,0,0,56.86051745,53.197730742455306,10998,85.28406756511518,0.7239695767237827
271,74021458,Izhevsk,0,2,56.86051745,53.197730742455306,10809,41.69987648960271,0.7477828538900876
272,74015252,Izhevsk,0,3,56.86051745,53.197730742455306,10840,64.36201264472078,0.7610830294185714
273,74013982,Izhevsk,0,3,56.86051745,53.197730742455306,7733,39.84674344238138,0.8368495165777954
274,74019201,Izhevsk,0,0,56.86051745,53.197730742455306,8341,99.05854170330484,0.6772797175762267
275,74020385,Izhevsk,0,3,56.86051745,53.197730742455306,15520,88.16821471036506,0.6921988262502297
276,74022004,Izhevsk,0,2,56.86051745,53.197730742455306,4349,29.30197757360944,0.6652311256787939
277,74020450,Saint Petersburg,4,0,59.9606739,30.1586551,11851,82.80469291000239,0.7037231293751106
278,74020451,Saint Petersburg,4,1,59.9606739,30.1586551,22257,103.03884587571085,0.7309271178738969
279,74020474,Saint Petersburg,4,0,59.9606739,30.1586551,16202,113.73548270026667,0.7141423041746743
280,74020478,Saint Petersburg,4,2,59.9606739,30.1586551,14823,90.53034039739126,0.7279666722925958
281,74020521,Saint Petersburg,4,3,59.9606739,30.1586551,16147,88.77112512884807,0.8022132372693386
282,74020522,Saint Petersburg,4,4,59.9606739,30.1586551,11850,69.29690497389504,0.7792478135104435
283,74020523,Saint Petersburg,4,0,59.9606739,30.1586551,6218,97.36551408652518,0.6832282894424726
284,74020524,Saint Petersburg,4,2,59.9606739,30.1586551,27330,129.80797703629636,0.7841483180969244
285,74020543,Saint Petersburg,4,0,59.9606739,30.1586551,19512,182.96166244547527,0.7132117607471431
286,74020606,Saint Petersburg,4,3,59.9606739,30.1586551,18230,89.69713381450012,0.8211492653580914
287,74020619,Saint Petersburg,4,0,59.9606739,30.1586551,27320,213.07099461650606,0.7366791962126992
288,74020618,Saint Petersburg,4,0,59.9606739,30.1586551,12686,112.75701079626613,0.7822610721120519
289,74020615,Saint Petersburg,4,4,59.9606739,30.1586551,21517,103.17203434884473,0.7630165339304054
290,74020647,Saint Petersburg,4,0,59.9606739,30.1586551,9342,65.75704313459138,0.7828846588067768
291,74020648,Saint Petersburg,4,0,59.9606739,30.1586551,20280,129.20412101484246,0.7900187651989219
